ListingType,description,bedroom,FullBathrooms,HalfBathrooms,BathroomDescription,InteriorFeatures,CoolingFeatures,HeatingFeatures,DiningRoomDescription,ExteriorandLotFeatures,WaterFeatures,WaterfrontDescription,PoolFeatures,PoolDescription,ManufacturedMode,GarageSpaces,ParkingFeatures,HomeFeaturesView,OtherEquipment,ElementarySchool,HighSchool,MiddleSchool,AssociationFeeAmenitie,Association,AssociationAmenities,AssociationFee,AssociationFeeFrequency,CalculatedTotalMonthlyAssociation,MaintenanceDescription,PetDescription,SourceListingStatus,County,Directions,TaxYear,Restrictions,SourcePropertyType,Area,SourceNeighborhood,PostalCode,PublicSurveySection,Subdivision,Zoning,SourceSystemName,TotalSquareFeetLiving,YearBuilt,ConstructionMaterials,DirectionFaces,PropertyAge,Roof,LevelsorStories,StructureType,HouseStyle,TotalAreaSqft,YearBuiltDetails,ArchitecturalStyle,Sewer,WaterSource
sold,StatusSoldPrice/SqFt$270TypeSingleFamilyHomeBuilt1957,4.0,4.0,1.0,2 Master Bathrooms,"Built-Ins
              Closet Cabinetry
              Cooking Island
              Fireplace
          
        
        
          
              Foyer Entry
              Split Bedroom
              Vaulted Ceilings
              Window Features: Other Windows","Ceiling Fans, Central Cooling",Central Heat,None,None,None,None,Y,Below Ground Pool,None,2.0,"Driveway, Guest Parking","Garden View, Pool Area View","Dishwasher, Disposal, Dryer, Microwave, Electric Range, Refrigerator, Wall Oven, Washer",None,None,None,Public Road,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,50,MANGO GROVE ESTATES,Post,14,MANGO GROVE ESTATES,2200,C2C,4441.0,,"Concrete Block Construction, CBS Construction",East,64.0,Flat Tile Roof,1,Single Family,Pool Only,4441,Resale,Detached,Municipal Sewer,Municipal Water
sold,StatusSoldPrice/SqFt$262TypeSingleFamilyHomeBuilt1956,4.0,3.0,1.0,None,First Floor Entry,"Ceiling Fans, Central Cooling, Electric Cooling",Central Heat,None,None,None,None,Y,Below Ground Pool,None,,Circular Drive,None,"Circuit Breaker, Trash Compactor, Dishwasher",None,None,None,Underground Utilities,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,"From U.S. 1 or Ludlam/SW 67th Ave., travel east to SW 60th Ave., left onto SW 60th and house is 3rd on right.",2019,No Restrictions,Single,50,MARTIN BROS RANCH ESTATES,Post,13,MARTIN BROS RANCH ESTATES,2300,C2C,3183.0,,"Concrete Block Construction, CBS Construction",West,65.0,"Built-Up Roof, Composition Roll, Tar & Gravel Roof","1, 1",Single Family,Pool Only,3183,Resale,Detached,"Municipal Sewer, Septic Tank","Municipal Water, Well Water"
sold,StatusSoldPrice/SqFt$371TypeSingleFamilyHomeBuilt1961,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$358TypeSingleFamilyHomeBuilt2009SchoolsElementarySchool:HowardDriveHighSchool:MiamiPalmettoMiddleSchool:Palmetto,5.0,6.0,,"Bidet, Dual Sinks, Separate Tub & Shower","Bar
              Built-Ins
              Fireplace
              Foyer Entry
          
        
        
          
              French Doors
              Volume Ceilings
              Walk-In Closets
              Window Features: Blinds/Shades, Drapes & Rods, High Impact Windows","Ceiling Fans, Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,Y,Below Ground Pool,None,2.0,"Circular Drive, Pavers","Garden View, Pool Area View","Automatic Garage Door Opener, Dishwasher, Disposal, Dryer, Electric Water Heater, Icemaker, Microwave, Gas Range, Refrigerator, Smoke Detector, Washer",Howard Drive,Miami Palmetto,Palmetto,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2018,No Restrictions,Single,50,PINE TREE ESTATES 1ST ADD,Post,15,PINE TREE ESTATES 1ST ADD,2100,C2C,6856.0,,CBS Construction,South,12.0,Barrel Roof,1,Single Family,Pool Only,6856,Resale,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$449TypeSingleFamilyHomeBuilt1996,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$396TypeSingleFamilyHomeBuilt2001,5.0,4.0,1.0,"Dual Sinks, Separate Tub & Shower","First Floor Entry
              Built-Ins
              Closet Cabinetry
              Cooking Island
          
        
        
          
              Pantry
              Volume Ceilings
              Window Features: Arched Windows, High Impact Windows","Ceiling Fans, Central Cooling",Electric Heat,None,None,None,None,Y,Below Ground Pool,None,3.0,"Circular Drive, Covered Parking","Garden View, Pool Area View","Trash Compactor, Dishwasher, Dryer, Icemaker, Microwave, Gas Range, Refrigerator, Smoke Detector, Wall Oven, Washer",None,None,None,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,50,UNPLATTED,Post,12,UNPLATTED,2300,C2C,5642.0,,Concrete Block Construction,South West,20.0,Flat Tile Roof,1,Single Family,Pool Only,5642,Resale,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$197TypeSingleFamilyHomeBuilt1968,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$233TypeCondo/Townhome/RowHome/Co-OpBuilt1993SchoolsElementarySchool:PinecrestHighSchool:MiamiPalmettoMiddleSchool:Palmetto,3.0,3.0,,"Bidet, Dual Sinks, Separate Tub & Shower, Whirlpool/Spa","First Floor Entry
              Built-Ins
              Closet Cabinetry
          
        
        
          
              Elevator
              Split Bedroom
              Walk-In Closets","Ceiling Fans, Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,None,None,None,2.0,"2 Or More Spaces, Guest Parking",Garden View,"Automatic Garage Door Opener, Circuit Breaker, Dishwasher, Disposal, Dryer, Electric Water Heater, Elevator, Microwave, Refrigerator, Wall Oven, Washer",Pinecrest,Miami Palmetto,Palmetto,None,No,Homeowners,None,Monthly,0,"Building Exterior, Common Area, Insurance, Landscaping/Lawn Maintenance, Manager, Pool Service, Reserve Fund, Roof Repairs, Sewer, Trash Removal",None,Closed Sale,Miami-Dade County,At the corner of 67th Ave and 88th St.,2019,"Ok To Lease, Other Restrictions, Renting Limited",Townhouse,50,SWAN LAKE,Post,2,SWAN LAKE,None,C2C,3367.0,0.0,CBS Construction,None,28.0,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Fee Simple,3367,New Construction,Townhouse Fee Simple,None,None
sold,StatusSoldPrice/SqFt$254TypeCondo/Townhome/RowHome/Co-OpBuilt2007,3.0,2.0,,None,"First Floor Entry
          
        
        
          
              Window Features: High Impact Windows","Ceiling Fans, Central Cooling",Central Heat,None,None,None,None,None,None,None,,"Guest Parking, Street Parking",None,"Dishwasher, Disposal, Dryer, Microwave, Electric Range, Smoke Detector, Washer",None,None,None,"Maintained Community, Mandatory Hoa",Yes,Homeowners,277,Monthly,277,None,None,Closed Sale,Miami-Dade County,None,2019,Assoc Approval Required,Single,50,IBIZA VILLAGE CONDO,Post,3,IBIZA VILLAGE CONDO,3800,C2C,1262.0,0.0,CBS Construction,South,14.0,Curved/S-Tile Roof,3,Single Family,R30-No Pool/No Water,1262,New Construction,Attached,Municipal Sewer,Municipal Water
sold,"StatusSoldPrice/SqFt$1,116TypeSingleFamilyHomeBuilt2020",5.0,4.0,2.0,"Bidet, Dual Sinks, Separate Tub & Shower","First Floor Entry
              Closet Cabinetry
          
        
        
          
              Cooking Island
              Pantry",Central Cooling,Central Heat,None,None,Community Boat Dock,None,Y,Below Ground Pool,None,3.0,Driveway,"Garden View, Pool Area View","Dishwasher, Disposal",None,None,None,"Gated Community, Maintained Community, Security Patrol",Yes,Homeowners,4000,Annually,333,None,None,Closed Sale,Miami-Dade County,None,2019,"Assoc Approval Required, Ok To Lease",Single,51,SNAPPER CREEK LAKES SUB,Post,7,SNAPPER CREEK LAKES SUB,0100,C2C,7092.0,0.0,CBS Construction,East,1.0,Concrete Roof,1,Single Family,Pool Only,7092,New Construction,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$377TypeSingleFamilyHomeBuilt2008,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$318TypeSingleFamilyHomeBuilt1968,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$260TypeSingleFamilyHomeBuilt1968,4.0,2.0,,None,"Closet Cabinetry
              Foyer Entry
          
        
        
          
              Walk-In Closets
              Window Features: Blinds/Shades","Ceiling Fans, Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,Canal Front,Y,Below Ground Pool,None,2.0,Guest Parking,Canal,"Automatic Garage Door Opener, Dishwasher, Disposal, Dryer, Electric Water Heater, Owned Burglar Alarm, Electric Range, Refrigerator, Washer",None,None,None,Other Subdiv/Park Info,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2019,Other Restrictions,Single,50,CONTINENTAL HOMES 1ST ADD,Post,10,CONTINENTAL HOMES 1ST ADD,2100,C2C,3816.0,,CBS Construction,South,53.0,Barrel Roof,1,Single Family,WF/Pool/No Ocean Access,3816,Resale,Detached,Septic Tank,None
sold,StatusSoldPrice/SqFt$418TypeSingleFamilyHomeBuilt1994SchoolsElementarySchool:PinecrestHighSchool:MiamiPalmettoMiddleSchool:Palmetto,5.0,4.0,1.0,"Dual Sinks, Separate Tub & Shower","First Floor Entry
              Built-Ins
              Closet Cabinetry
          
        
        
          
              Volume Ceilings
              Walk-In Closets
              Window Features: High Impact Windows, Plantation Shutters","Ceiling Fans, Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,Y,"Below Ground Pool, Child Gate Fence, Equipment Stays, Heated",None,2.0,"Circular Drive, Covered Parking, Pavers","Garden View, Pool Area View","Automatic Garage Door Opener, Dishwasher, Disposal, Dryer, Electric Water Heater, Microwave, Electric Range, Refrigerator, Washer",Pinecrest,Miami Palmetto,Palmetto,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,Please use GPS,2019,No Restrictions,Single,50,TOWN & RANCH ESTS,Post,13,TOWN & RANCH ESTS,2300,C2C,5535.0,,CBS Construction,East,27.0,Barrel Roof,1,Single Family,Pool Only,5535,Resale,Detached,Septic Tank,Well Water
sold,StatusSoldPrice/SqFt$407TypeSingleFamilyHomeBuilt1958SchoolsElementarySchool:PalmettoHighSchool:MiamiPalmettoMiddleSchool:Palmetto,4.0,2.0,,None,First Floor Entry,Central Cooling,Central Heat,None,None,None,None,Y,Below Ground Pool,None,2.0,Circular Drive,None,"Automatic Garage Door Opener, Dishwasher, Dryer, Electric Range, Refrigerator, Washer",Palmetto,Miami Palmetto,Palmetto,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,50,SHANE ESTATES,Post,11,SHANE ESTATES,2100,C2C,2868.0,,CBS Construction,West,63.0,Shingle Roof,1,Single Family,Pool Only,2868,Resale,Attached,Septic Tank,Well Water
sold,StatusSoldPrice/SqFt$264TypeCondo/Townhome/RowHome/Co-OpBuilt2006,1.0,1.0,,None,"Closet Cabinetry
              Elevator
              Fire Sprinklers
          
        
        
          
              Foyer Entry
              Window Features: Impact Glass",Central Cooling,Electric Heat,None,None,None,None,None,None,None,1.0,"1 Space, Assigned Parking, Covered Parking, Valet Parking",Other View,"Automatic Garage Door Opener, Circuit Breaker, Dishwasher, Disposal, Dryer, Electric Water Heater, Elevator, Fire Alarm, Microwave, Electric Range, Refrigerator, Smoke Detector, Washer",None,None,None,None,Yes,Condo,684,Monthly,684,"All Amenities, Cable Tv, Common Area, Elevator, Internet/WiFi, Water",None,Closed Sale,Miami-Dade County,None,2019,Ok To Lease,Condo,50,METROPOLIS I AT DADELAND,Post,2,METROPOLIS I AT DADELAND,None,C2C,890.0,,Concrete Block Construction,None,15.0,None,None,Condo/Co-Op/Villa/Townhouse,Condo 5+ Stories,890,Resale,Condo 5+ Stories,None,None
sold,StatusSoldPrice/SqFt$412TypeMulti-FamilyHomeBuilt1957,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$664TypeSingleFamilyHomeBuilt1982SchoolsElementarySchool:PinecrestHighSchool:MiamiPalmettoMiddleSchool:Palmetto,3.0,2.0,,None,"First Floor Entry
              Closet Cabinetry
              Kitchen Island
              Foyer Entry
          
        
        
          
              Pantry
              Roman Tub
              Window Features: High Impact Windows","Ceiling Fans, Central Cooling, Electric Cooling, Zoned Cooling","Central Heat, Electric Heat, Heat Pump/Reverse Cycle, Zoned Heat",None,None,None,None,None,None,None,3.0,"Driveway, Other Parking, Pavers",Other View,"Automatic Garage Door Opener, Dishwasher, Disposal, Dryer, Electric Range, Electric Water Heater, Icemaker, Refrigerator, Self Cleaning Oven, Smoke Detector, Washer, Water Softener/Filter Owned",Pinecrest,Miami Palmetto,Palmetto,None,No,None,None,None,0,None,No Restrictions,Closed Sale,Miami-Dade County,call Listing agent for directions at (305) 710-7682,2019,None,Single Family,50,Avocado Land Co,Post,None,Avocado Land Co,2300,C2C,2188.0,,"Cbs Construction, Stucco Exterior Construction",South East,39.0,Metal Roof,1,Single,"One Story, Substantially Remodeled",None,Resale,No Pool/No Water,Septic Tank,Well Water
sold,StatusSoldPrice/SqFt$181TypeCondo/Townhome/RowHome/Co-OpBuilt1971,2.0,2.0,,None,"Second Floor Entry
          
        
        
          
              Walk-In Closets","Central Cooling, Wall/Window Unit Cooling",Electric Heat,None,None,None,None,None,None,None,1.0,Open Space Parking,Other View,"Dishwasher, Disposal, Electric Water Heater, Microwave, Electric Range, Refrigerator",None,None,None,None,Yes,Condo,525,Monthly,525,"Building Exterior, Cable Tv, Common Area, Insurance, Internet/WiFi, Landscaping/Lawn Maintenance, Laundry Facilities, Outside Maintenance, Parking, Roof Repairs, Security, Trash Removal, Water",None,Closed Sale,Miami-Dade County,Take Us until 104 street turn west community is at your right. Make first right unit is on the second floor.,2019,Ok To Lease,Condo,50,VENETIAN PALMS CONDO,Post,3,VENETIAN PALMS CONDO,None,C2C,1133.0,,Concrete Block Construction,None,50.0,None,None,Condo/Co-Op/Villa/Townhouse,Condo 1-4 Stories,1133,Resale,Condo 1-4 Stories,None,None
sold,StatusSoldPrice/SqFt$401TypeSingleFamilyHomeBuilt1960,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$304TypeCondo/Townhome/RowHome/Co-OpBuilt2006,2.0,2.0,,"Combination Tub & Shower, Shower Only",Built-Ins,"Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,None,None,None,1.0,"Assigned Parking, Covered Parking, Valet Parking","Bay, Other View, Skyline View","Dishwasher, Dryer, Microwave, Electric Range, Refrigerator, Self Cleaning Oven, Smoke Detector",None,None,None,None,Yes,Condo,971,Monthly,971,"All Amenities, Building Exterior, Cable Tv, Common Area, Internet/WiFi, Water",None,Closed Sale,Miami-Dade County,"S. Dadeland Blvd to SW 90th St. Turn south on 73CT for Valet entrance. (right across from Dadeland Marriott Hotel) minutes away from UM, Baptist Hospital and surrounded by great restaurants, shops, food markets and much more.",2019,Ok To Lease,Condo,50,METROPOLIS II AT DADELAND,Post,2,METROPOLIS II AT DADELAND,None,C2C,1334.0,,CBS Construction,None,15.0,None,None,Condo/Co-Op/Villa/Townhouse,Condo 5+ Stories,1334,Resale,Condo 5+ Stories,None,None
sold,StatusSoldPrice/SqFt$191TypeIndustrialBuilt1972,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$505TypeSingleFamilyHomeBuilt2000SchoolsElementarySchool:PinecrestHighSchool:MiamiPalmettoMiddleSchool:Palmetto,5.0,5.0,,"Dual Sinks, Separate Tub & Shower","First Floor Entry
              Cooking Island
              Fireplace
          
        
        
          
              French Doors
              Volume Ceilings
              Window Features: High Impact Windows, Impact Glass",Central Cooling,Central Heat,None,None,None,None,Y,"Below Ground Pool, Concrete",None,3.0,Driveway,Garden View,"Automatic Garage Door Opener, Circuit Breaker, Dishwasher, Dryer, Microwave, Gas Range, Refrigerator, Washer",Pinecrest,Miami Palmetto,Palmetto,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,"US1 heading south and turn left on Ludlam (67th Ave). Turn right on 98th St, and left on 72nd Ave. Home is a few blocks down on the right.",2019,No Restrictions,Single,50,FLAGLER GROVE ESTATES SEC,Post,2,FLAGLER GROVE ESTATES SEC,2300,C2C,6346.0,,CBS Construction,East,21.0,Barrel Roof,1,Single Family,Pool Only,6346,Resale,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$305TypeSingleFamilyHomeBuilt1964SchoolsElementarySchool:VinelandHighSchool:MiamiPalmettoMiddleSchool:Palmetto,4.0,2.0,,None,First Floor Entry,Central Cooling,Central Heat,None,None,None,None,Y,Screened,None,2.0,Driveway,None,"Dishwasher, Disposal, Dryer, Electric Water Heater, Microwave, Electric Range, Refrigerator, Security System Leased, Smoke Detector, Washer, Water Softener/Filter Owned",Vineland,Miami Palmetto,Palmetto,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,Use GPS with Address,2019,No Restrictions,Single,50,COUNTRY ESTS REV,Post,10,COUNTRY ESTS REV,2100,C2C,3500.0,0.0,CBS Construction,South,57.0,Barrel Roof,None,Single Family,Pool Only,3500,New Construction,Detached,Septic Tank,Well Water
sold,StatusSoldPrice/SqFt$238TypeSingleFamilyHomeBuilt1959SchoolsElementarySchool:HowardDriveHighSchool:MiamiPalmettoMiddleSchool:Palmetto,3.0,3.0,,"Dual Sinks, Separate Tub & Shower, Whirlpool/Spa","First Floor Entry
              Built-Ins
              Fireplace
          
        
        
          
              Vaulted Ceilings
              Walk-In Closets
              Window Features: High Impact Windows, Impact Glass, Other Windows",Central Cooling,Central Heat,None,None,None,None,Y,"Below Ground Pool, Heated",None,2.0,"Driveway, Guest Parking","Other View, Pool Area View","Automatic Garage Door Opener, Circuit Breaker, Dishwasher, Dryer, Refrigerator, Washer",Howard Drive,Miami Palmetto,Palmetto,None,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,"Going south on US-1, make left on 132nd st and make a left on 83rd Ave.",2019,No Restrictions,Single,50,HOWARD PINES,Post,15,HOWARD PINES,2100,C2C,4730.0,,Concrete Block Construction,East,62.0,Other Roof,1,Single Family,Pool Only,4730,Resale,Attached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$374TypeSingleFamilyHomeBuilt1965,3.0,3.0,,"Combination Tub & Shower, Separate Tub & Shower, Whirlpool/Spa","First Floor Entry
              Handicap Accessible
              Laundry Tub
              Pantry
          
        
        
          
              Roman Tub
              Walk-In Closets
              Window Features: High Impact Windows","Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,"Canal Front, Intersecting Canals, Navigable",Y,Below Ground Pool,None,2.0,Driveway,"Canal, Pool Area View","Automatic Garage Door Opener, Central Vacuum, Trash Compactor, Dishwasher, Dryer, Electric Water Heater, Fire Alarm, Intercom, Owned Burglar Alarm, Electric Range, Refrigerator, Self Cleaning Oven, Washer",None,None,None,Boating,None,None,None,None,None,None,None,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,50,COUNTRY SQUIRE MNR SEC 4,Post,14,COUNTRY SQUIRE MNR SEC 4,2100,C2C,2844.0,,"Concrete Block Construction, CBS Construction",West,56.0,Concrete Roof,2,Single Family,WF/Pool/No Ocean Access,2844,Resale,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$193TypeCondo/Townhome/RowHome/Co-OpBuilt1971,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$319TypeSingleFamilyHomeBuilt2008,6.0,6.0,1.0,None,"Kitchen Island
              Fireplace
          
        
        
          
              French Doors
              Vaulted Ceilings","Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,Y,"Below Ground Pool, Heated, Private Pool",None,2.0,"Driveway, Other Parking","Garden View, Pool Area View","Automatic Garage Door Opener, Dishwasher, Disposal, Dryer, Electric Water Heater, Microwave, Refrigerator, Washer",None,None,None,None,No,None,None,None,0,None,None,Closed Sale,Miami-Dade County,None,2018,None,Single Family,50,Acreage & Unrec,Post,None,Acreage & Unrec,2200,C2C,6583.0,2008.0,"Cbs Construction, New Construction",East,13.0,Barrel Roof,2,Single,Two Story,None,None,Pool Only,"Municipal Sewer, Septic Tank",Municipal Water
sold,StatusSoldPrice/SqFt$266TypeCondo/Townhome/RowHome/Co-OpBuilt2007,1.0,1.0,,Combination Tub & Shower,"Window Features: High Impact Windows, Impact Glass","Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,None,None,None,1.0,"1 Space, Assigned Parking, Covered Parking, Parking-Under Building",Other View,"Dishwasher, Disposal, Dryer, Icemaker, Microwave, Electric Range, Refrigerator, Smoke Detector, Washer",None,None,None,None,Yes,Condo,470,Monthly,470,"Building Exterior, Cable Tv, Common Area, Elevator, Landscaping/Lawn Maintenance, Manager, Pool Service, Recreation Facilities, Security, Sewer",None,Closed Sale,Miami-Dade County,None,2019,Other Restrictions,Condo,50,DOWNTOWN DADELAND CONDO N,Post,2,DOWNTOWN DADELAND CONDO N,None,C2C,776.0,0.0,Concrete Block Construction,East,14.0,None,None,Condo/Co-Op/Villa/Townhouse,Condo 5+ Stories,776,New Construction,Condo 5+ Stories,None,None
sold,StatusSoldPrice/SqFtNoInfoTypeSingleFamilyHomeBuilt1977SchoolsElementarySchool:PinecrestHighSchool:MiamiPalmettoMiddleSchool:Palmetto,4.0,2.0,1.0,"Dual Sinks, Shower Only","First Floor Entry
              Pantry
          
        
        
          
              Walk-In Closets
              Window Features: Blinds/Shades, Drapes & Rods, High Impact Windows","Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,Y,Below Ground Pool,None,2.0,"Circular Drive, Driveway",Pool Area View,"Automatic Garage Door Opener, Dishwasher, Disposal, Dryer, Electric Water Heater, Fuse Box, Microwave, Electric Range, Refrigerator, Self Cleaning Oven, Smoke Detector, Washer",Pinecrest,Miami Palmetto,Palmetto,None,None,Homeowners,None,Monthly,None,None,Dog Ok,Closed Sale,Miami-Dade County,"OLD CUTLER RD, LEFT ON 57TH AVE (OLD CUTLER RD), LEFT ON 134TH ST, LEFT ONTO 59TH AVE TURNS RIGHT AND BECOMES SW 132 TERRACE",2019,No Restrictions,Single,50,CUTLER BAY ESTS,Post,13,CUTLER BAY ESTS,21/EST 1,C2C,,,CBS Construction,North,44.0,Barrel Roof,1,Single Family,Pool Only,None,Resale,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$295TypeSingleFamilyHomeBuilt1979SchoolsElementarySchool:PinecrestHighSchool:MiamiPalmettoMiddleSchool:Palmetto,5.0,3.0,,Dual Sinks,"First Floor Entry
              Bar
          
        
        
          
              Closet Cabinetry","Central Cooling, Electric Cooling",None,None,None,None,None,Y,Below Ground Pool,None,,"Circular Drive, Driveway",Garden View,"Dishwasher, Dryer, Microwave, Electric Range, Washer",Pinecrest,Miami Palmetto,Palmetto,"Card/Electric Gate, Gated Community, Voluntary Hoa",Yes,Homeowners,200,Annually,17,None,None,Closed Sale,Miami-Dade County,None,2019,No Restrictions,Single,50,CUTLER BAY ESTATES,Post,13,CUTLER BAY ESTATES,2100,C2C,5234.0,,CBS Construction,West,42.0,Flat Tile Roof,"1, 1",Single Family,Pool Only,5234,Resale,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$250TypeMulti-FamilyHomeBuilt1987,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$681TypeSingleFamilyHomeBuilt2019,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
sold,StatusSoldPrice/SqFt$256TypeCondo/Townhome/RowHome/Co-OpBuilt1990,2.0,1.0,1.0,None,First Floor Entry,Central Cooling,Central Heat,None,None,None,None,None,None,None,2.0,"2 Or More Spaces, Assigned Parking, Guest Parking",None,"Trash Compactor, Dishwasher, Disposal, Dryer, Microwave, Gas Range, Refrigerator, Washer",None,None,None,None,Yes,Homeowners,388,Monthly,388,Common Area,None,Closed Sale,Miami-Dade County,None,2018,Other Restrictions,Townhouse,50,DADELAND COVE SEC 2,Post,3,DADELAND COVE SEC 2,None,C2C,1152.0,,CBS Construction,None,31.0,None,None,Condo/Co-Op/Villa/Townhouse,Townhouse Condo,1152,Resale,Townhouse Condo,None,None
sold,StatusSoldPrice/SqFt$353TypeSingleFamilyHomeBuilt2000SchoolsHighSchool:MiamiPalmettoMiddleSchool:Palmetto,5.0,4.0,,Separate Tub & Shower,"First Floor Entry
              Closet Cabinetry
              Foyer Entry
          
        
        
          
              Split Bedroom
              Walk-In Closets
              Window Features: Blinds/Shades","Central Cooling, Electric Cooling","Central Heat, Electric Heat",None,None,None,None,Y,Below Ground Pool,None,2.0,Driveway,"Garden View, Pool Area View","Automatic Garage Door Opener, Circuit Breaker, Dishwasher, Disposal, Dryer, Electric Water Heater, Microwave, Refrigerator, Self Cleaning Oven, Smoke Detector, Wall Oven, Washer",None,Miami Palmetto,Palmetto,"Paved Road, Private Roads, Underground Utilities",Yes,None,103,Monthly,103,None,None,Closed Sale,Miami-Dade County,SW 112 STREET (KILLIAN DRIVE) TO SW 78 AVENUE (TWO BLOCKS EAST OF US1). TURN NORTH. HOME IS FIRST ON THE RIGHT.,2018,"Ok To Lease, No Restrictions",Single,50,KILLIAN GROVE ESTATES,Post,10,KILLIAN GROVE ESTATES,2100,C2C,4623.0,,CBS Construction,West,21.0,Curved/S-Tile Roof,1,Single Family,Pool Only,4623,Resale,Detached,Septic Tank,Municipal Water
sold,StatusSoldPrice/SqFt$327TypeSingleFamilyHomeBuilt1990,,,,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,None,None,,None,None,None,None,None,None,None,None,None
