,propertyurl,listingtype,forsaleprice,lastsoldprice,description,bedroom,totalbathrooms,fullbathrooms,halfbathrooms,bathroomdescription,interiorfeatures,coolingfeatures,heatingfeatures,diningroomdescription,exteriorandlotfeatures,waterfeatures,waterfrontdescription,poolfeatures,pooldescription,manufacturedmode,garagespaces,parkingfeatures,homefeaturesview,otherequipment,elementaryschool,highschool,middleschool,associationfeeamenitie,association,associationamenities,associationfee,associationfeefrequency,calculatedtotalmonthlyassociation,maintenancedescription,petdescription,annualtaxamount,sourcelistingstatus,county,directions,taxyear,restrictions,sourcepropertytype,area,sourceneighborhood,postalcode,publicsurveysection,subdivision,zoning,sourcesystemname,totalsquarefeetliving,yearbuilt,constructionmaterials,directionfaces,propertyage,roof,levelsorstories,structuretype,housestyle,totalareasqft,yearbuiltdetails,architecturalstyle,sewer,watersource
2625,https://www.realtor.com/realestateandhomes-detail/Hialeah-Gardens_FL_33018_M65204-67243,buy,215000,None,"Great location at Hialeah Garden , this two bedrooms 2 bath with 1200 SQFT Close to Palmetto expressway , and school , Great for investor the unit is rented .",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2626,https://www.realtor.com/realestateandhomes-detail/3526-W-76th-St-Unit-203_Hialeah_FL_33018_M64617-58862,buy,220000,None,"THIS IS IT! The Perfect 2 Beds/2Baths youve been looking for on the edge of Hialeah Gardens Estates & so close to I-75, & 826 FIU & WestLand Mall, Incredible Opportunity! Pictures speak by themselves Spacious its an understatement. Very well kept unit , take a look. Plenty spacious Cabinets all around a wide-open kitchen. Balcony with space for BBQ in the back and chairs to seat and enjoy the view. HOA only $140 in this area its a gift. Check out the Publix just across the street, few steps away same with Shopping Center with Restaurants and Gas Station. Walgreens few blocks away! Must See. By Appointments only. This incredible opportunity wont last! Call Listing Agent.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2627,https://www.realtor.com/realestateandhomes-detail/7001-W-35th-Ave-Unit-245_Hialeah-Gardens_FL_33018_M64658-95382,buy,290000,None,"Gorgeous townhome in a well desired section in Hialeah. Pride in ownership, you dont want to miss out on this opportunity. Schedule a showing today.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2628,https://www.realtor.com/realestateandhomes-detail/7712-W-29th-Way-Apt-201_Hialeah_FL_33018_M62362-62645,buy,215000,None,"This beautiful, 2 bedroom, 2 bathroom condo in the community of El Prado is ready for you! This condo is centrally located, featuring a washer and dryer in the unit, and two assigned parking spaces right in front of the unit! LOW HOA fee! NO RESERVES",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2629,https://www.realtor.com/realestateandhomes-detail/10109-W-35th-Ln_Hialeah_FL_33018_M61854-91846,buy,700000,None,"STUNNING HOME OFFERS A SPACIOUS OPEN CONCEPT FLOOR PLAN WITH TOP OF THE LINE UPGRADES & FINISHES. ULTRA-MODERN CUSTOM BUILT KITCHEN WITH SAMSUNG/KITCHENAID APPLIANCES, QUARTZ COUNTERTOPS, BUILT-IN ISLAND, AND WHITE WOOD CABINETS. ENJOY YOUR OWN BACKYARD PARADISE WITH A CUSTOMIZED POOL & JACUZZI, TRAVERTINE FLOORS, AND DIRECT LAKEFRONT VIEWS. GORGEOUS GLASS RAILING STAIRCASE. LED LIGHTING. TILED FLOORS IN THE FIRST FLOOR AND WOOD FLOORS IN THE SECOND FLOOR. MASTER SUITE OFFERS POOL/LAKE VIEWS, WALK-IN CLOSET & FULLY UPGRADED MASTER BATH WITH DUAL SINKS, LED VANITY MIRRORS, WHITESTONE OVAL BATHTUB & SHOWER. TWO ADDITIONAL JR. SUITE BEDROOMS WITH WALK-IN CLOSETS. ELECTRICAL WHITE ZEBRA BLINDS THROUGHOUT THE ENTIRE HOME. TWO CAR GARAGE, SECURITY CAMERAS, RING DOORBELL, SMART HOME ALARM SYSTEM.",5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2630,https://www.realtor.com/realestateandhomes-detail/9133-NW-145th-St_Miami-Lakes_FL_33018_M62302-20090,buy,610000,None,"Gorgeous two-story corner home located in the quiet and exclusive neighborhood Tresor Replat Miami Lake , New tile roof, Alarm system , 2 unit air/c first floor and second, porcelain tiles , - First floor -living room, formal dining room, a beautiful kitchen with stainless steel appliances and eating kitchen, family room , big game room, full bathroom and laundry..-2nd. floor -4 bedrooms, 2 full bathrooms , master room bath with double vanity, big tub and shower, large walking closed.. Let enjoy the beautiful and desirable exterior featuresPool with automatic cleaning , Garden, barbecue, childrens area, Storage Shed. Centrally located, just a few minutes from expressways, shops, parks, schools, and restaurants. The property is in excellent condition. No HOA,",5,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2631,https://www.realtor.com/realestateandhomes-detail/11059-W-Okeechobee-Rd-Unit-101_Hialeah-Gardens_FL_33018_M58631-13290,buy,279900,None,"GARDEN VILLAS CONDO AT HIALEAH GARDEN nearby main highways like Ronald Regan Turnpike and Palmetto Expy. CORNER apartment centrally located with easy access to the West Okeechobee Rd (US-27), close to shopping centers, convenience stores, groceries store and schools. This Condo Unit is in very well shape and totally upgraded with granite countertops, stainless steel appliances, big pantry for groceries, washer and dryer included. Tiles throughout, very good distribution and huge walk in closet at the master bedroom. Swing Doors French Style giving access to the exterior from the master bedroom and the kitchen. A/C unit with less than 2 years old. The best of this apartment is the exterior area with the open porch lanai surrounded by a fence with a private entry door and cabinets kitchen with sink to cook outside. As you can see this apartment is UNIQUE in the Town and have everything that you DESERVE - MAKE YOUR OFFER!!!",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2632,https://www.realtor.com/realestateandhomes-detail/3526-W-76th-St-Unit-203_Hialeah_FL_33018_M64617-58862,buy,220000,None,"THIS IS IT! The Perfect 2 Beds/2Baths youve been looking for on the edge of Hialeah Gardens Estates & so close to I-75, & 826 FIU & WestLand Mall, Incredible Opportunity! Pictures speak by themselves Spacious its an understatement. Very well kept unit , take a look. Plenty spacious Cabinets all around a wide-open kitchen. Balcony with space for BBQ in the back and chairs to seat and enjoy the view. HOA only $140 in this area its a gift. Check out the Publix just across the street, few steps away same with Shopping Center with Restaurants and Gas Station. Walgreens few blocks away! Must See. By Appointments only. This incredible opportunity wont last! Call Listing Agent.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2633,https://www.realtor.com/realestateandhomes-detail/7730-W-34th-Ct_Hialeah_FL_33018_M64338-46672,buy,435000,None,"You do not want to miss this excellent house in Hialeah Gardens, ready for the pickiest buyer . This beautiful house has a complete brand new spanish tile roof, replaced 5 month ago and include a 25 years guarantee, water heather recently replaced, tile throughout the house, remodeled bathrooms and Kitchen Cabinetries with Granite Counter Tops and S/S Appliances, hurracaine impact front door and hurracaine shutters all over the house. This house was originally a 3/2 and an additional bedroom has been added inside the house. Come and see the great enclosed cover terrace with Ceiling Fans, outdoor Gas Kitchen for outside cooking and more. Located near great schools, major highways like I-75, Palmetto and FL Turnpike, restaurants and more.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2634,https://www.realtor.com/realestateandhomes-detail/8851-NW-160th-Ter_Miami-Lakes_FL_33018_M91937-87787,buy,739999,None,"HOUSE WAS OFF MARKET FOR PERSONAL REASONS BUT IS BACK FOR YOU AGAIN!!!! WELCOME TO SATORI!!! A HIGH END NEIGHBORHOOD IN MIAMI LAKES WITH A BEAUTIFUL CLUB HOUSE AND MUCH ENTERTAIMENT. THIS IS A NIRVANA MODEL SINGLE FAMILY 4/3. THIS PARTICULAR HOME HAS BEING COMPLETLY UPGRADED AND HAVE SO MUCH GLAM!! BACKLIGHT ONYX WALL BUILT IN DINNING ROOM, CERAMIC BACKSPLASH WITH CABINETS BUILT IN FAMILY ROOM, CERAMIC TILE TRU DOWN STARIS AND MODERN LAMINATED FLOOR UPSTAIRS, RAIL STAIR CASE, MODERN KITCHEN WITH QUARZ COUNTERTOP, HURRICANE WINDOWS AND DOORS AND MUCH MORE....DONT WAIT TOO LONG, THIS DREAM HOME CAN BE YOURS!! DO NOT KNOCK ON THE DOOR WITHOUT AN APPOINTMENT.",4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2635,https://www.realtor.com/realestateandhomes-detail/9144-NW-112th-Ter_Hialeah-Gardens_FL_33018_M65306-40845,buy,365000,None,"Approved Lender Price!!! spacious Home in very desired Hialeah Gardens w/ highly coveted 4 Bedrooms and 2 full Baths. Boasting tall, volume ceilings, bright & airy w/ open floor plan that flows with ease. Generous master suite with lots of space, large master bath. The home is tiled with an open custom kitchen. Great potential in a very desired neighborhood with great schools, close to highways, shopping & restaurants. This is the one!",4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2636,https://www.realtor.com/realestateandhomes-detail/8940-NW-160th-Ter_Miami-Lakes_FL_33018_M97713-94183,buy,700000,None,"Beautiful new construction home in exclusive luxury community of Satori inside the most desirable City of Miami Lakes. This home has been upgraded to all the finishing touches, and it sits with a beautiful view of the lake. The rooms are large and the living and dining spaces are open, kitchen and bathrooms are also fully remodeled. The gigantic yard is an open canvas to design your backyard how you want and the view is an absolute MUST-SEE. There is nothing on the market that compares to this home. We are currently offering up to $10, 000 buyer credit if approved through our prefer lender (Angelo Lamas @ Highland Loans) and Seller will pay for Buyers Title fees if use our prefer title company (Sun Life Title).",4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2637,https://www.realtor.com/realestateandhomes-detail/12616-NW-98th-Ct_Hialeah-Gardens_FL_33018_M64641-95670,buy,380000,None,"Well-kept 3 bedroom/2 bathroom single family home centrally located in Hialeah Gardens. 1, 590 square feet of spacious living area with a beautiful kitchen featuring granite countertops and new stove. This home offers an extensive formal dinning and living room area with boasting high ceilings and is tiled throughout. The exterior features accordion shutters, window and door security bars and a gated yard. Front of home has a sizable driveway which is ideal for 3 cars. This is a must see to appreciate!",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2638,https://www.realtor.com/realestateandhomes-detail/3457-W-86th-Ter_Hialeah_FL_33018_M68183-16861,buy,480000,None,"Beautiful Lake Property in the exclusive Gated Community. General Electric stainless steel appliances, 18 x 18 ceramic tile, wood cabinets with brushed nickel hardware in kitchens and baths and Nexia, remote access home automation system. Great lake view and relaxed sound from the fountain in the breakfast and living room areas to enjoy with family.One bedroom and one bathroom are conveniently located downstairs, while the extra-large master bedroom and the additional bedrooms are located on the second floor. In addition, the master bedroom offers wonderful views of the lake., Lots of natural light.Close proximity to best public and private schools, parks, restaurants and malls.",4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2639,https://www.realtor.com/realestateandhomes-detail/3412-W-103rd-Ter_Hialeah_FL_33018_M61430-54559,buy,529999,None,Amazing 4 Bedrooms and 3 Bathrooms with a STUNNING and BEAUTIFUL LAKE VIEW!!! no words to describe it!!! Come and see your next home. Make an appointment NOW!,4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2640,https://www.realtor.com/realestateandhomes-detail/9108-NW-193rd-Ter_Hialeah_FL_33018_M58974-06579,buy,430000,None,"Resort-Style, Turnkey, Pool home located in the highly sought after gated community of Lakes on the Green. Care for a dip? Bamboo-fenced backyard w/a beautiful pool lined by tropical palms awaits your swimming fun. Wood flooring throughout the living spaces. Inviting kitchen w/ granite countertops & Stainless Steel Appliances, including a wine chiller, for the Chef in you. Split floor plan. Spacious master bedroom w/ walk-in closets. Both fully-renovated bathrooms have a spa-like feel. Low homeowners association of $150/mo includes 24 hr. security gate, cable & front landscaping. Easy access to all major highways. Welcome home!",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2641,https://www.realtor.com/realestateandhomes-detail/3442-W-97th-Pl_Hialeah_FL_33018_M61260-61289,buy,461000,None,None,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2642,https://www.realtor.com/realestateandhomes-detail/8965-NW-144th-Ter_Miami-Lakes_FL_33018_M62238-56235,buy,500000,None,"One story home located in Miami Lakes, spacious 4 bedrooms and 3 bathrooms, modern features include a large open concept eat-in kitchen and all new stainless steel appliances, washer and dryer with warranty. The home is protected with all newly installed impact windows and doors value $25K. Features include a large renovated driveway for parking up to 6 cars, renovated backyard with marble floor and concrete fenced for privacy and concrete storage room, this is the ideal home for your family and guests.Residence located near i75 and palmetto highway, also you have the best schools in the area, shoppings center, gas stations, churchs places, restaurants & more. Is a pleasant quiet and safe neighborhood.!Dont miss out on this captivating home!!",4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2643,https://www.realtor.com/realestateandhomes-detail/15788-NW-91st-Ct_Miami-Lakes_FL_33018_M60503-79938,buy,420000,None,"Beautiful & delightful Townhouse in the elegant exclusive gated community of Satori, Miami Lakes. Featuring 3 bedrooms and 2.5 baths, upgraded tile floors throughout first level, walnut wood stairs and laminated floors on the second level, smart temperature control thermostat. Open layout kitchen with quartz counter tops, impact windows. Community has a biking/jogging path, exercise room, child play area and 2 pools. Excellent A Schools, close to shopping, restaurants and easy access to expressways.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2644,https://www.realtor.com/realestateandhomes-detail/1743-NW-154th-St_Opa-Locka_FL_33054_M51596-04076,buy,299000,None,Recently renovated 3/2 with a brand new roof installed in 2021; updated kitchen with new appliances and tile flooring. A charming home for first time buyers or a great opportunity for investors.,3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2645,https://www.realtor.com/realestateandhomes-detail/8829-NW-177th-Ter_Hialeah_FL_33018_M58882-39157,buy,599000,None,"Tasteful tropical oasis pool 4/2 1/2 on an extra large lot with family room and patio. Psn desirable hard to find area with double garage. Outdoor kitchen with two fresh thatch tiki huts with northern exposure backyard in addition to the large pool with jacuzzi and beautiful landscape. Lots of extras listed on the remarks. Modern new paint inside and out. New paint barrel roof. New ac and additional split units in bedrooms for energy efficiency and comfort. Alarm and cameras .This home currently has a great in law suite and enough room for your boat and toys with a front and backyard entrance. No HOA do not disturb owners. no exception. NEW PAINT ON THE ROOF, LANDSCAPE LIGHTS, ALARM, CAMARA SYSTEM, NEW WATER FILTER, ADDITIONAL SPLIT UNITS TO BEDROOMS, NEW AC, NEW WARER HEATER",4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2646,https://www.realtor.com/realestateandhomes-detail/9101-NW-159th-St_Miami-Lakes_FL_33018_M95077-23557,buy,455000,None,"Spectacular 3 bedroom 2 baths townhouse located in the exclusive community of Satori Miami Lakes. This beautiful townhouse features, porcelain tile throughout, open layout kitchen with stainless steel appliances, quartz countertops, retractable patio awning, upgraded staircase, Home Automation wi-fi certified home and a magnificent view of the lake. Community features Resort style pool and spa, playgrounds, fitness center and relaxing green areas with serene walking paths.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2647,https://www.realtor.com/realestateandhomes-detail/10354-W-34th-Ln_Hialeah_FL_33018_M61455-88643,buy,397490,None,"This absolutely beautiful and immaculate corner townhome is located in the exclusive gated community of Aquabella. It features 3 bedrooms, 2.5 baths, 1 car garage with 2 car driveway. Includes smart home technology, modern kitchen, along with a must see patio and garden. This premium corner lot offers ample visitor parking and green spaces. Come live in this brand new community with resort style swimming pool, clubhouse, fitness center, and splash park for the kids. Excellent schools, great lifestyle. Make this your home. Schedule an appointment today! Showing times would be after 4:00 pm weekdays and anytime on the weekends.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2648,https://www.realtor.com/realestateandhomes-detail/9220-W-33rd-Way_Hialeah_FL_33018_M53844-69583,buy,345000,None,"Nearly new villa in Bonterra. Bonterra is located close to I-75 with easy access to Miami Dade and Broward counties. The community has a clubhouse, largo pool, exercise room and playgrounds. The house is a three bedroom villa with two full bathrooms upstairs and a half bath downstairs. The backyard is paved for ease of maintenance and inviting for your BBQs. Downstairs the floors are tiled with carpet on the stairs and in the bedroom. This house is super clean and ready to move in. Great schools, restaurants and shopping close by",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2649,https://www.realtor.com/realestateandhomes-detail/9032-NW-147th-Ter_Miami-Lakes_FL_33018_M61937-82620,buy,489900,None,"4 bedrooms and 2 bathrooms, located in the heart of Miami Lakes with no HOA fees! updated kitchen with wood-style cabinets and granite countertops. All tiled from wall to wall. Spacious layout and space to park up to 5 cars, great for a big family. Close to the schools and place of employment. Calls us now if you want to own this gem.",4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2650,https://www.realtor.com/realestateandhomes-detail/18440-NW-91st-Ct_Hialeah_FL_33018_M61511-41268,buy,395000,None,"OWNER VERY MOTIVED!! BRING YOUR BEST OFFER! BEAUTIFUL AND PEACEFUL COMMUNITY 3 BD / 2.5 BA TOWNHOUSE AT DESIRABLE TURQUESA BY LENNAR. THE CLUB HOUSE, POOL AND KIDS PLAY AREA RIGHT ACROSS STREET FROM YOUR HOME. THIS SMART HOME WITH OPEN LAYOUT & VAULTED CEILING HAS DESIGNER FINISHES AND IS MOVING READY. LIVING ROOM, FORMAL DINING AND FAMILY ROOM IS OVERLOOKING THE PATIO AND KITCHEN. CARPET ON SECOND FLOOR, AND TILE ALL THROUGHOUT FIRST. STAINLESS STEEL APPLIANCES, FULL SIZE WASHER AND DRYER. LOCATED RIGHT OFF I-75 & MINUTES FROM PALMETTO EXPRESSWAY. Bs SCHOOLS. MUST SEE!!",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2651,https://www.realtor.com/realestateandhomes-detail/3041-W-76th-St-Apt-201_Hialeah_FL_33018_M63253-13849,buy,225000,None,"Beautiful Second floor Corner Unit Villa in Hialeah with lots of natural light through out. Coin Laundry located in the same floor. Great location, minutes to Palmetto 826, Turnpike, US-27 aka Okeechobee Rd, I-75 proximity to shopping, grocery, dining, excellent schools etc. Assigned parking space plus plenty of Visitors parking. A/C installed December of 2020 and Kitchen remodeled. New Hurricane accordions shutters on all windows. Investors Great Opportunity to add to your portfolio.",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2652,https://www.realtor.com/realestateandhomes-detail/8805-NW-149th-Ter_Miami-Lakes_FL_33018_M61834-97219,buy,475000,None,"Beautiful 4 bedroom 3 bathroom home, centrally located in the wonderful town of Miami Lakes. When you walk in through the stained finished wooden french doors, youll walk into a semi-open floor plan. This home features a high vaulted ceiling with 2 skylights to allow for more natural light to shine through, added lighting over the family living room, separate space for the dining room set which is great for when you host a birthday or holiday dinner, and the garage was converted into the 4th bedroom. Enjoy a low-maintenance yard, perfect for entertaining and ready to be turned into your own zen space to relax in after a long day. There is NO Association! This home is move-in-ready but also has the potential to make it your own. A must-see!",4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2653,https://www.realtor.com/realestateandhomes-detail/3376-W-105th-Ter_Hialeah_FL_33018_M61919-38854,buy,380000,None,"Beautiful 3/2.5 Villa Townhome in Aquabella by Lennar! Tile flooring through first floor and carpet flooring on the second floor. Owners will be painting and cleaning the carpet once they move out of the property so that it is ready for new owners to move in. Master bedroom has walk in closet and master bathroom, and one of the other rooms has a walk in closet as well. Home comes equipped with Ring doorbell, Alexa Echo Show and Echo Dot, Sonos speakers and the ability to control your A/C from your phone. Schedule your showing today! Select Furniture for sale!",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2654,https://www.realtor.com/realestateandhomes-detail/Hialeah-Gardens_FL_33018_M65204-67243,buy,215000,None,"Great location at Hialeah Garden , this two bedrooms 2 bath with 1200 SQFT Close to Palmetto expressway , and school , Great for investor the unit is rented .",2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2655,https://www.realtor.com/realestateandhomes-detail/15787-NW-91st-Ct_Hialeah_FL_33018_M61591-53446,buy,470000,None,"THIS ESPECTACULAR TOWNHOUSE HAS IT ALL:LOCATED IN THE EXQUISITE COMMUNITY OF SATORI, CORNER LOT, LAKE VIEW, 4 BEDROOMS AND 3 FULL BATHROOMS, WITH ONE ROOM AND BATH DOWNSTAIRS, THAT CAN BE USED AS A BEDROOM OR OFFICE, OPEN CONCEPT KITCHEN WITH QUARTZ COUNTERTOP, STAINLESS STEEL APPLIANCES, ELECTRIC BLINDS, IMPACT WINDOWS AND DOORS, ONE CAR GARAGE PLUS THREE ADDITIONAL PARKING SPACES.BACKYARD FACING THE LAKE. EXCELLENT LOCATION , NEAR I-75, PALMETTO AND TURNPIKE.",4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2656,https://www.realtor.com/realestateandhomes-detail/3041-W-76th-St-Apt-208_Hialeah_FL_33018_M63074-56890,buy,259000,None,"ELEGANT 3 BED, 2 FULL BATHS CORNER UNIT. BRIGHT AND SPACIOUS TOWN HOME. FEATURING BRAND NEW GOURMET KITCHEN, REMODELED BATHS, TILE FLOORS THROUGHOUT, BALCONY AREA, GREAT COMMUNITY, WELL ESTABLISHED WITH LOW HOA. TWO ASSIGNED PARKING SPACES NEAR UNIT, IN THE HEART OF HIALEAH GARDENS NEAR A SCHOOLS, AND SHOPPING. THIS IS A TURNKEY HOME THAT IS READY TO MOVE IN.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2657,https://www.realtor.com/realestateandhomes-detail/15258-NW-88th-Ct_Hialeah_FL_33018_M62030-61839,buy,525000,None,"BACK ON THE MARKET! Location Location! This 4 bedroom 2 bath home in the quiet and highly desirable Miami Lakes neighborhood is waiting on new homeowners to add their special touch. This home features tile floors throughout the ground floor and laminate wood floor in the master bedroom on the second floor, and backyard patio is ready to entertain family and friends. Roof, A/C and Water heater have plenty of useful life. Dont hesitate on this one, its going to be gone before you know it, in this market.",4,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2658,https://www.realtor.com/realestateandhomes-detail/3202-W-97th-St_Hialeah_FL_33018_M65617-15044,buy,419000,None,"Beautiful Corner Fairwood Model Single Family Home 3 Bedrooms 2.5 Baths With A Convertible To 4Th Bedroom Loft/Closet Diagonal. Carpet Upstairs and Tile Downstairs, Master Bathroom With Double Sink, Roman Tub and Separate Shower. Walking Pantry. Digital Sprinkle System. Homestead Exception Transferable To New Owner. Close To Miami Lakes A Plus Rated School, Shopping Centers and Main Highways Such As I 75, Palmetto and Turnpike Express Way.",3,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
